394_NGR_c24630	activation	394_NGR_c18610	0.19200003
883_DvMF_0083	reaction	883_DvMF_2924	0.842
883_DvMF_0083	reaction	883_DvMF_0088	0.842
883_DvMF_0084	reaction	883_DvMF_0094	0.842
883_DvMF_0084	reaction	883_DvMF_0098	0.842
883_DvMF_0084	reaction	883_DvMF_0104	0.842
883_DvMF_0084	reaction	883_DvMF_0102	0.842
883_DvMF_0084	reaction	883_DvMF_0095	0.842
883_DvMF_0087	reaction	883_DvMF_0090	0.842
883_DvMF_0098	reaction	883_DvMF_2883	0.842
883_DvMF_0103	reaction	883_DvMF_1379	0.23599994
883_DvMF_0103	reaction	883_DvMF_0983	0.56299996
883_DvMF_0103	reaction	883_DvMF_1350	0.842
883_DvMF_0103	reaction	883_DvMF_2513	0.09399998
883_DvMF_0103	reaction	883_DvMF_2883	0.24199998
883_DvMF_0103	reaction	883_DvMF_0101	0.758
883_DvMF_0103	reaction	883_DvMF_0981	0.10399997
883_DvMF_0103	reaction	883_DvMF_0984	0.09399998
883_DvMF_0103	reaction	883_DvMF_3103	0.25399995
883_DvMF_0103	reaction	883_DvMF_1351	0.842
883_DvMF_1451	reaction	883_DvMF_1350	0.628
883_DvMF_1451	reaction	883_DvMF_0981	0.842
883_DvMF_0970	reaction	883_DvMF_2919	0.44200003
883_DvMF_1451	reaction	883_DvMF_1448	0.839
883_DvMF_1454	reaction	883_DvMF_0101	0.81200004
883_DvMF_2584	reaction	883_DvMF_0422	0.085999966
883_DvMF_2584	reaction	883_DvMF_2879	0.029000044
883_DvMF_1454	reaction	883_DvMF_3103	0.842
883_DvMF_1451	reaction	883_DvMF_2887	0.50399995
883_DvMF_0970	reaction	883_DvMF_0555	0.09399998
883_DvMF_0970	reaction	883_DvMF_0106	0.75
883_DvMF_0970	reaction	883_DvMF_0101	0.09000003
883_DvMF_0970	reaction	883_DvMF_1350	0.842
883_DvMF_0970	reaction	883_DvMF_2513	0.3110001
883_DvMF_0970	reaction	883_DvMF_1448	0.27600002
883_DvMF_1451	reaction	883_DvMF_1351	0.528
883_DvMF_1451	reaction	883_DvMF_0555	0.668
883_DvMF_0970	reaction	883_DvMF_0983	0.44799995
883_DvMF_0087	reaction	883_DvMF_0088	0.842
883_DvMF_0087	reaction	883_DvMF_0075	0.842
883_DvMF_0087	reaction	883_DvMF_0076	0.842
883_DvMF_0087	reaction	883_DvMF_0079	0.842
883_DvMF_0087	reaction	883_DvMF_0078	0.842
883_DvMF_0087	reaction	883_DvMF_0083	0.842
883_DvMF_0087	reaction	883_DvMF_0084	0.842
394_NGR_c12610	reaction	394_NGR_c08860	0.296
883_DvMF_0692	reaction	883_DvMF_2623	0.08700001
883_DvMF_2623	reaction	883_DvMF_0692	0.08700001
883_DvMF_2623	reaction	883_DvMF_1953	0.08700001
883_DvMF_1953	reaction	883_DvMF_2623	0.08700001
394_NGR_c12830	reaction	394_NGR_c21810	0.085999966
394_NGR_c12830	reaction	394_NGR_c25660	0.085999966
394_NGR_c12830	reaction	394_NGR_c29020	0.085999966
883_DvMF_0090	reaction	883_DvMF_0092	0.842
883_DvMF_0090	reaction	883_DvMF_0102	0.842
883_DvMF_0090	reaction	883_DvMF_2509	0.63399994
394_NGR_c12830	reaction	394_NGR_c14340	0.085999966
394_NGR_c12830	reaction	394_NGR_c15490	0.085999966
882_DVU1426	reaction	882_DVU1037	0.34399998
883_DvMF_0104	reaction	883_DvMF_0076	0.842
883_DvMF_0104	reaction	883_DvMF_0079	0.842
883_DvMF_0104	reaction	883_DvMF_0078	0.842
883_DvMF_0104	reaction	883_DvMF_0089	0.842
883_DvMF_0104	reaction	883_DvMF_0088	0.842
883_DvMF_0104	reaction	883_DvMF_0075	0.842
883_DvMF_0104	reaction	883_DvMF_2924	0.842
883_DvMF_0104	reaction	883_DvMF_0080	0.842
883_DvMF_0104	reaction	883_DvMF_0086	0.842
883_DvMF_0104	reaction	883_DvMF_0083	0.842
883_DvMF_0104	reaction	883_DvMF_0084	0.842
883_DvMF_0104	reaction	883_DvMF_0094	0.842
883_DvMF_0104	reaction	883_DvMF_0098	0.842
883_DvMF_0098	reaction	883_DvMF_0080	0.842
883_DvMF_0098	reaction	883_DvMF_0086	0.842
883_DvMF_0098	reaction	883_DvMF_0081	0.842
883_DvMF_0098	reaction	883_DvMF_0075	0.842
883_DvMF_0098	reaction	883_DvMF_0076	0.842
883_DvMF_0098	reaction	883_DvMF_0089	0.842
883_DvMF_0098	reaction	883_DvMF_0088	0.842
883_DvMF_0104	reaction	883_DvMF_0092	0.842
883_DvMF_0171	reaction	883_DvMF_2294	0.09399998
883_DvMF_0104	reaction	883_DvMF_0093	0.842
883_DvMF_0098	reaction	883_DvMF_0078	0.842
883_DvMF_0104	reaction	883_DvMF_0091	0.842
883_DvMF_0098	reaction	883_DvMF_0083	0.842
883_DvMF_0098	reaction	883_DvMF_0084	0.842
883_DvMF_0104	reaction	883_DvMF_0970	0.842
883_DvMF_0104	reaction	883_DvMF_1451	0.842
883_DvMF_0093	reaction	883_DvMF_1451	0.842
883_DvMF_0095	reaction	883_DvMF_0090	0.842
883_DvMF_0095	reaction	883_DvMF_2509	0.842
883_DvMF_0092	reaction	883_DvMF_0087	0.842
883_DvMF_0092	reaction	883_DvMF_0080	0.788
883_DvMF_0092	reaction	883_DvMF_0086	0.842
883_DvMF_0092	reaction	883_DvMF_0083	0.842
883_DvMF_0092	reaction	883_DvMF_0084	0.842
883_DvMF_0102	reaction	883_DvMF_0075	0.842
883_DvMF_0093	reaction	883_DvMF_1453	0.842
883_DvMF_0102	reaction	883_DvMF_0076	0.842
883_DvMF_0102	reaction	883_DvMF_0079	0.842
883_DvMF_0102	reaction	883_DvMF_0078	0.842
883_DvMF_0093	reaction	883_DvMF_0970	0.842
883_DvMF_0102	reaction	883_DvMF_2924	0.842
883_DvMF_0102	reaction	883_DvMF_0089	0.842
883_DvMF_0102	reaction	883_DvMF_0088	0.842
883_DvMF_0102	reaction	883_DvMF_0081	0.842
883_DvMF_0093	reaction	883_DvMF_0078	0.842
883_DvMF_0095	reaction	883_DvMF_0091	0.842
883_DvMF_0093	reaction	883_DvMF_0076	0.842
883_DvMF_0095	reaction	883_DvMF_0094	0.842
883_DvMF_0095	reaction	883_DvMF_0098	0.842
883_DvMF_0095	reaction	883_DvMF_0102	0.842
883_DvMF_0095	reaction	883_DvMF_0093	0.842
883_DvMF_0102	reaction	883_DvMF_0080	0.842
883_DvMF_0102	reaction	883_DvMF_0086	0.842
883_DvMF_0102	reaction	883_DvMF_0083	0.842
883_DvMF_0093	reaction	883_DvMF_2924	0.842
883_DvMF_0093	reaction	883_DvMF_0089	0.842
883_DvMF_0093	reaction	883_DvMF_0088	0.842
883_DvMF_0102	reaction	883_DvMF_0087	0.842
883_DvMF_0093	reaction	883_DvMF_2509	0.842
883_DvMF_0093	reaction	883_DvMF_0090	0.842
883_DvMF_0091	reaction	883_DvMF_0086	0.842
883_DvMF_0091	reaction	883_DvMF_0084	0.842
883_DvMF_0091	reaction	883_DvMF_0087	0.842
883_DvMF_0091	reaction	883_DvMF_0080	0.842
883_DvMF_0091	reaction	883_DvMF_0078	0.842
883_DvMF_0092	reaction	883_DvMF_0970	0.842
883_DvMF_0091	reaction	883_DvMF_0088	0.842
883_DvMF_0091	reaction	883_DvMF_0081	0.842
883_DvMF_0092	reaction	883_DvMF_0103	0.842
883_DvMF_0091	reaction	883_DvMF_0076	0.842
883_DvMF_0102	reaction	883_DvMF_0095	0.842
883_DvMF_0102	reaction	883_DvMF_0094	0.842
883_DvMF_0102	reaction	883_DvMF_0098	0.842
883_DvMF_0092	reaction	883_DvMF_1454	0.58000004
883_DvMF_0102	reaction	883_DvMF_0092	0.842
883_DvMF_0102	reaction	883_DvMF_0093	0.842
883_DvMF_0093	reaction	883_DvMF_0095	0.842
883_DvMF_0092	reaction	883_DvMF_0089	0.842
883_DvMF_0092	reaction	883_DvMF_0088	0.842
883_DvMF_0092	reaction	883_DvMF_0081	0.842
883_DvMF_0102	reaction	883_DvMF_0103	0.842
883_DvMF_0092	reaction	883_DvMF_2924	0.842
883_DvMF_0093	reaction	883_DvMF_0091	0.842
883_DvMF_0093	reaction	883_DvMF_0092	0.842
883_DvMF_0093	reaction	883_DvMF_0102	0.842
883_DvMF_0092	reaction	883_DvMF_0076	0.842
883_DvMF_0102	reaction	883_DvMF_1453	0.842
883_DvMF_0102	reaction	883_DvMF_0970	0.842
883_DvMF_0092	reaction	883_DvMF_0078	0.842
883_DvMF_0102	reaction	883_DvMF_1451	0.842
883_DvMF_0095	reaction	883_DvMF_0080	0.842
883_DvMF_0095	reaction	883_DvMF_0086	0.842
883_DvMF_0095	reaction	883_DvMF_0083	0.842
883_DvMF_0095	reaction	883_DvMF_0084	0.842
883_DvMF_0094	reaction	883_DvMF_2924	0.842
883_DvMF_0094	reaction	883_DvMF_0089	0.842
883_DvMF_0094	reaction	883_DvMF_0081	0.842
883_DvMF_0098	reaction	883_DvMF_0093	0.842
883_DvMF_0098	reaction	883_DvMF_0095	0.842
883_DvMF_0098	reaction	883_DvMF_0094	0.842
883_DvMF_0098	reaction	883_DvMF_0091	0.842
883_DvMF_0098	reaction	883_DvMF_0102	0.842
883_DvMF_0104	reaction	883_DvMF_0090	0.842
883_DvMF_0104	reaction	883_DvMF_2509	0.842
883_DvMF_0094	reaction	883_DvMF_0084	0.842
883_DvMF_0094	reaction	883_DvMF_0087	0.842
883_DvMF_0098	reaction	883_DvMF_1451	0.842
883_DvMF_0094	reaction	883_DvMF_0075	0.842
883_DvMF_0098	reaction	883_DvMF_0103	0.842
883_DvMF_0094	reaction	883_DvMF_0079	0.842
883_DvMF_0098	reaction	883_DvMF_0970	0.842
883_DvMF_0094	reaction	883_DvMF_0078	0.842
883_DvMF_0095	reaction	883_DvMF_0103	0.842
883_DvMF_0095	reaction	883_DvMF_1453	0.842
883_DvMF_0094	reaction	883_DvMF_0091	0.842
883_DvMF_0094	reaction	883_DvMF_0102	0.842
883_DvMF_0094	reaction	883_DvMF_0093	0.842
883_DvMF_0095	reaction	883_DvMF_1451	0.842
883_DvMF_0094	reaction	883_DvMF_2509	0.78199995
883_DvMF_0095	reaction	883_DvMF_0104	0.842
883_DvMF_0093	reaction	883_DvMF_0084	0.842
883_DvMF_0093	reaction	883_DvMF_0080	0.842
883_DvMF_0093	reaction	883_DvMF_0086	0.842
883_DvMF_0095	reaction	883_DvMF_0076	0.842
883_DvMF_0094	reaction	883_DvMF_1453	0.842
883_DvMF_0095	reaction	883_DvMF_0079	0.842
883_DvMF_0094	reaction	883_DvMF_1451	0.842
883_DvMF_0095	reaction	883_DvMF_0089	0.842
883_DvMF_0095	reaction	883_DvMF_0088	0.842
883_DvMF_0095	reaction	883_DvMF_0081	0.842
883_DvMF_0095	reaction	883_DvMF_0075	0.842
883_DvMF_0094	reaction	883_DvMF_0103	0.842
883_DvMF_0094	reaction	883_DvMF_0104	0.842
883_DvMF_0094	reaction	883_DvMF_0095	0.842
883_DvMF_0094	reaction	883_DvMF_0098	0.842
883_DvMF_0098	reaction	883_DvMF_2509	0.59599996
394_NGR_c12610	reaction	394_NGR_c31670	0.29999995
394_NGR_c12610	reaction	394_NGR_c28320	0.296
394_NGR_c12610	reaction	394_NGR_c32170	0.29999995
883_DvMF_0090	reaction	883_DvMF_0087	0.842
883_DvMF_0090	reaction	883_DvMF_0080	0.842
883_DvMF_0090	reaction	883_DvMF_0086	0.842
883_DvMF_2509	reaction	883_DvMF_0091	0.75600004
883_DvMF_2509	reaction	883_DvMF_0092	0.842
883_DvMF_0090	reaction	883_DvMF_0075	0.842
883_DvMF_0090	reaction	883_DvMF_0076	0.842
883_DvMF_0090	reaction	883_DvMF_0079	0.842
883_DvMF_0090	reaction	883_DvMF_0078	0.842
883_DvMF_2509	reaction	883_DvMF_0098	0.59599996
883_DvMF_2509	reaction	883_DvMF_0104	0.842
883_DvMF_2509	reaction	883_DvMF_0102	0.842
883_DvMF_2509	reaction	883_DvMF_0093	0.842
883_DvMF_2509	reaction	883_DvMF_0095	0.842
883_DvMF_2509	reaction	883_DvMF_0103	0.842
883_DvMF_2509	reaction	883_DvMF_1453	0.842
883_DvMF_2509	reaction	883_DvMF_0970	0.842
883_DvMF_2509	reaction	883_DvMF_1451	0.63199997
883_DvMF_2509	reaction	883_DvMF_1454	0.44599998
883_DvMF_0090	reaction	883_DvMF_1453	0.842
883_DvMF_0090	reaction	883_DvMF_0970	0.78400004
883_DvMF_0090	reaction	883_DvMF_1451	0.842
883_DvMF_0090	reaction	883_DvMF_0103	0.842
883_DvMF_0090	reaction	883_DvMF_0104	0.842
883_DvMF_0090	reaction	883_DvMF_0095	0.842
883_DvMF_0090	reaction	883_DvMF_0094	0.842
883_DvMF_0090	reaction	883_DvMF_0098	0.842
883_DvMF_0090	reaction	883_DvMF_0089	0.842
394_NGR_c12610	reaction	394_NGR_c12150	0.29799998
883_DvMF_0090	reaction	883_DvMF_0088	0.842
883_DvMF_0090	reaction	883_DvMF_0081	0.842
883_DvMF_0090	reaction	883_DvMF_1454	0.842
883_DvMF_2509	reaction	883_DvMF_0090	0.63399994
883_DvMF_2509	reaction	883_DvMF_2924	0.842
883_DvMF_2509	reaction	883_DvMF_0089	0.658
883_DvMF_2509	reaction	883_DvMF_0088	0.842
883_DvMF_2509	reaction	883_DvMF_0081	0.842
883_DvMF_2509	reaction	883_DvMF_0075	0.842
883_DvMF_2509	reaction	883_DvMF_0076	0.842
883_DvMF_2509	reaction	883_DvMF_0086	0.61800003
883_DvMF_2509	reaction	883_DvMF_0084	0.76199996
883_DvMF_2509	reaction	883_DvMF_0080	0.748
883_DvMF_0091	reaction	883_DvMF_1453	0.842
883_DvMF_0091	reaction	883_DvMF_0094	0.842
883_DvMF_0091	reaction	883_DvMF_0104	0.842
883_DvMF_0091	reaction	883_DvMF_0102	0.842
883_DvMF_0092	reaction	883_DvMF_0090	0.842
883_DvMF_0092	reaction	883_DvMF_2509	0.842
883_DvMF_0102	reaction	883_DvMF_2509	0.842
883_DvMF_0091	reaction	883_DvMF_0089	0.842
883_DvMF_0092	reaction	883_DvMF_0102	0.842
883_DvMF_0092	reaction	883_DvMF_0093	0.842
883_DvMF_0091	reaction	883_DvMF_0970	0.842
883_DvMF_0091	reaction	883_DvMF_1451	0.842
883_DvMF_0092	reaction	883_DvMF_0091	0.842
883_DvMF_0092	reaction	883_DvMF_0104	0.842
883_DvMF_0102	reaction	883_DvMF_0090	0.842
883_DvMF_0092	reaction	883_DvMF_0095	0.842
883_DvMF_0092	reaction	883_DvMF_0094	0.842
883_DvMF_0092	reaction	883_DvMF_0098	0.842
883_DvMF_0091	reaction	883_DvMF_0092	0.842
883_DvMF_0091	reaction	883_DvMF_0090	0.842
883_DvMF_0091	reaction	883_DvMF_2509	0.75600004
882_DVU3263	reaction	882_DVU3261	0.58500004
882_DVU3261	reaction	882_DVU0847	0.38300002
882_DVU3261	reaction	882_DVU3262	0.564
394_NGR_c12830	reaction	394_NGR_c30300	0.63399994
394_NGR_c12830	reaction	394_NGR_c33920	0.63399994
394_NGR_c12830	reaction	394_NGR_c07770	0.63399994
394_NGR_c12830	reaction	394_NGR_c07850	0.63399994
882_DVU1632	reaction	882_DVU0830	0.40699995
882_DVU0830	reaction	882_DVU0829	0.38
882_DVU0830	reaction	882_DVU1632	0.40699995
394_NGR_c12610	reaction	394_NGR_c11160	0.14400005
882_DVU0829	reaction	882_DVU0830	0.38
394_NGR_c31670	reaction	394_NGR_c11940	0.796
394_NGR_c13370	reaction	394_NGR_c11940	0.796
394_NGR_c12090	reaction	394_NGR_c31670	0.796
394_NGR_c12090	reaction	394_NGR_c32170	0.796
394_NGR_c12090	reaction	394_NGR_c00840	0.778
394_NGR_c12090	reaction	394_NGR_c28320	0.7490001
394_NGR_c12080	reaction	394_NGR_c31670	0.69200003
394_NGR_c12080	reaction	394_NGR_c32170	0.69200003
394_NGR_c12080	reaction	394_NGR_c28320	0.69200003
394_NGR_c00840	reaction	394_NGR_c11940	0.791
394_NGR_c12130	reaction	394_NGR_c32170	0.69200003
394_NGR_c12130	reaction	394_NGR_c13370	0.69200003
394_NGR_c12080	reaction	394_NGR_c12000	0.796
394_NGR_c12080	reaction	394_NGR_c12040	0.796
394_NGR_c12080	reaction	394_NGR_c13340	0.796
394_NGR_c12080	reaction	394_NGR_c12150	0.69200003
394_NGR_c12080	reaction	394_NGR_c11870	0.796
394_NGR_c12080	reaction	394_NGR_c11880	0.7950001
394_NGR_c12080	reaction	394_NGR_c10220	0.796
394_NGR_c12130	reaction	394_NGR_c11860	0.796
394_NGR_c12130	reaction	394_NGR_c12000	0.796
394_NGR_c12130	reaction	394_NGR_c13340	0.796
394_NGR_c12130	reaction	394_NGR_c12150	0.69200003
394_NGR_c12130	reaction	394_NGR_c11870	0.796
394_NGR_c12090	reaction	394_NGR_c11870	0.796
394_NGR_c12090	reaction	394_NGR_c12040	0.796
394_NGR_c12090	reaction	394_NGR_c13340	0.796
394_NGR_c11980	reaction	394_NGR_c28320	0.79200006
394_NGR_c12080	reaction	394_NGR_c10810	0.69200003
882_DVU0774	reaction	882_DVU0776	0.9189999
394_NGR_c34160	reaction	394_NGR_c15820	0.075999975
394_NGR_c34160	reaction	394_NGR_c15830	0.075999975
394_NGR_c12130	reaction	394_NGR_c11820	0.408
394_NGR_c12130	reaction	394_NGR_c10810	0.69200003
394_NGR_c34160	reaction	394_NGR_c11880	0.63
882_DVU0918	reaction	882_DVU0776	0.8959999
394_NGR_c16360	reaction	394_NGR_c12000	0.796
394_NGR_c16360	reaction	394_NGR_c12040	0.796
394_NGR_c16360	reaction	394_NGR_c11870	0.796
394_NGR_c16360	reaction	394_NGR_c11860	0.796
394_NGR_c12090	reaction	394_NGR_c37090	0.65999997
394_NGR_c12090	reaction	394_NGR_c11820	0.793
394_NGR_c12090	reaction	394_NGR_c10810	0.78699994
394_NGR_c16360	reaction	394_NGR_c10220	0.796
882_DVU0778	reaction	882_DVU0776	0.9189999
882_DVU0918	reaction	882_DVU0774	0.8989999
882_DVU0918	reaction	882_DVU0778	0.76699996
882_DVU0774	reaction	882_DVU0918	0.8989999
882_DVU0774	reaction	882_DVU0778	0.9189999
394_NGR_c11960	reaction	394_NGR_c11820	0.77
394_NGR_c11960	reaction	394_NGR_c10810	0.78999996
394_NGR_c11980	reaction	394_NGR_c10810	0.793
394_NGR_c11980	reaction	394_NGR_c37090	0.658
394_NGR_c32170	reaction	394_NGR_c11940	0.796
394_NGR_c28320	reaction	394_NGR_c11980	0.79200006
394_NGR_c28320	reaction	394_NGR_c11960	0.791
394_NGR_c28320	reaction	394_NGR_c12130	0.69200003
394_NGR_c28320	reaction	394_NGR_c11920	0.786
394_NGR_c28320	reaction	394_NGR_c11910	0.702
394_NGR_c28320	reaction	394_NGR_c12020	0.791
394_NGR_c28320	reaction	394_NGR_c11780	0.791
394_NGR_c00840	reaction	394_NGR_c11920	0.78999996
394_NGR_c00840	reaction	394_NGR_c10230	0.791
394_NGR_c00840	reaction	394_NGR_c11910	0.758
394_NGR_c00840	reaction	394_NGR_c11780	0.78999996
394_NGR_c00840	reaction	394_NGR_c12020	0.794
394_NGR_c00840	reaction	394_NGR_c11960	0.79200006
394_NGR_c00840	reaction	394_NGR_c11980	0.794
394_NGR_c00840	reaction	394_NGR_c12090	0.778
394_NGR_c35070	reaction	394_NGR_c11880	0.579
394_NGR_c32170	reaction	394_NGR_c11920	0.796
394_NGR_c32170	reaction	394_NGR_c10230	0.796
394_NGR_c32170	reaction	394_NGR_c11790	0.796
394_NGR_c32170	reaction	394_NGR_c12020	0.796
394_NGR_c32170	reaction	394_NGR_c11980	0.796
394_NGR_c32170	reaction	394_NGR_c11960	0.796
394_NGR_c32170	reaction	394_NGR_c12080	0.69200003
394_NGR_c32170	reaction	394_NGR_c12090	0.796
394_NGR_c31670	reaction	394_NGR_c12020	0.796
394_NGR_c31670	reaction	394_NGR_c11790	0.796
394_NGR_c31670	reaction	394_NGR_c11780	0.796
394_NGR_c13370	reaction	394_NGR_c12130	0.69200003
394_NGR_c31670	reaction	394_NGR_c10230	0.796
394_NGR_c13370	reaction	394_NGR_c12080	0.69200003
394_NGR_c13370	reaction	394_NGR_c12090	0.69200003
394_NGR_c31670	reaction	394_NGR_c11960	0.796
394_NGR_c31670	reaction	394_NGR_c12080	0.69200003
394_NGR_c31670	reaction	394_NGR_c11980	0.796
394_NGR_c13370	reaction	394_NGR_c11920	0.69200003
394_NGR_c13370	reaction	394_NGR_c11790	0.796
394_NGR_c13370	reaction	394_NGR_c11780	0.69200003
882_DVU0778	reaction	882_DVU0918	0.76699996
394_NGR_c04470	reaction	394_NGR_c31100	0.81500006
394_NGR_c31120	reaction	394_NGR_c31100	0.89
394_NGR_c31130	reaction	394_NGR_c31100	0.88
883_DvMF_2069	reaction	883_DvMF_1760	0.09000003
882_DVU0812	reaction	882_DVU0253	0.13999999
882_DVU0812	reaction	882_DVU0775	0.15600002
882_DVU0917	reaction	882_DVU0775	0.911
882_DVU1306	reaction	882_DVU1300	0.587
882_DVU1306	reaction	882_DVU1799	0.587
882_DVU1306	reaction	882_DVU0881	0.587
394_NGR_c36750	reaction	394_NGR_c31870	0.584
394_NGR_c36750	reaction	394_NGR_c10750	0.584
394_NGR_c22710	reaction	394_NGR_c10420	0.29999995
882_DVU1876	reaction	882_DVU0811	0.42000008
394_NGR_c36750	reaction	394_NGR_c13610	0.13199997
394_NGR_c36750	reaction	394_NGR_c31460	0.13199997
882_DVU1306	reaction	882_DVU2538	0.604
394_NGR_c15310	reaction	394_NGR_c11940	0.15199995
394_NGR_c11160	reaction	394_NGR_c11940	0.56999993
883_DvMF_2919	reaction	883_DvMF_2883	0.10399997
883_DvMF_2887	reaction	883_DvMF_2919	0.09399998
883_DvMF_2887	reaction	883_DvMF_1379	0.684
883_DvMF_2887	reaction	883_DvMF_2883	0.51400006
883_DvMF_2883	reaction	883_DvMF_0106	0.842
883_DvMF_2883	reaction	883_DvMF_0101	0.8410001
883_DvMF_2883	reaction	883_DvMF_0555	0.65999997
883_DvMF_2883	reaction	883_DvMF_1350	0.47800004
883_DvMF_2883	reaction	883_DvMF_0981	0.842
883_DvMF_2883	reaction	883_DvMF_1379	0.842
883_DvMF_2883	reaction	883_DvMF_2919	0.10399997
882_DVU0811	reaction	882_DVU1799	0.19000006
394_NGR_c24030	reaction	394_NGR_c11940	0.15199995
882_DVU0811	reaction	882_DVU0812	0.49900007
882_DVU0811	reaction	882_DVU1876	0.42000008
882_DVU0811	reaction	882_DVU1300	0.19000006
394_NGR_c15310	reaction	394_NGR_c12070	0.075999975
394_NGR_c11160	reaction	394_NGR_c10230	0.581
394_NGR_c11160	reaction	394_NGR_c11920	0.222
394_NGR_c11160	reaction	394_NGR_c11910	0.574
394_NGR_c11160	reaction	394_NGR_c11790	0.581
394_NGR_c11160	reaction	394_NGR_c12090	0.57799995
883_DvMF_2919	reaction	883_DvMF_0981	0.10399997
883_DvMF_2919	reaction	883_DvMF_0984	0.09399998
883_DvMF_2919	reaction	883_DvMF_1379	0.842
883_DvMF_2887	reaction	883_DvMF_3103	0.65999997
883_DvMF_2887	reaction	883_DvMF_0106	0.72599995
883_DvMF_2919	reaction	883_DvMF_1350	0.09399998
883_DvMF_2919	reaction	883_DvMF_1448	0.686
883_DvMF_2887	reaction	883_DvMF_0983	0.55799997
883_DvMF_2887	reaction	883_DvMF_1350	0.842
883_DvMF_2887	reaction	883_DvMF_0981	0.40199995
883_DvMF_2887	reaction	883_DvMF_1351	0.842
883_DvMF_2887	reaction	883_DvMF_0555	0.22000003
883_DvMF_2919	reaction	883_DvMF_1351	0.09399998
883_DvMF_2919	reaction	883_DvMF_3103	0.09399998
882_DVU1306	reaction	882_DVU0957	0.63600004
882_DVU1306	reaction	882_DVU0956	0.62
394_NGR_c15310	reaction	394_NGR_c34160	0.075999975
394_NGR_c15310	reaction	394_NGR_c11930	0.074
394_NGR_c15310	reaction	394_NGR_c11790	0.10599995
394_NGR_c24030	reaction	394_NGR_c12070	0.075999975
394_NGR_c24030	reaction	394_NGR_c11930	0.074
882_DVU0811	reaction	882_DVU0775	0.13
883_DvMF_2513	reaction	883_DvMF_1454	0.45200002
883_DvMF_1448	reaction	883_DvMF_0092	0.17799997
883_DvMF_1350	reaction	883_DvMF_0076	0.71000004
883_DvMF_2513	reaction	883_DvMF_1451	0.102
883_DvMF_2513	reaction	883_DvMF_0970	0.3110001
883_DvMF_1448	reaction	883_DvMF_0098	0.84000003
883_DvMF_1350	reaction	883_DvMF_0075	0.842
883_DvMF_2513	reaction	883_DvMF_0103	0.09399998
883_DvMF_2513	reaction	883_DvMF_0076	0.09800005
883_DvMF_2513	reaction	883_DvMF_0075	0.3110001
883_DvMF_2513	reaction	883_DvMF_0078	0.38899994
883_DvMF_1448	reaction	883_DvMF_0970	0.27600002
883_DvMF_2513	reaction	883_DvMF_0079	0.09399998
883_DvMF_2513	reaction	883_DvMF_2924	0.38899994
883_DvMF_1448	reaction	883_DvMF_1451	0.839
883_DvMF_1448	reaction	883_DvMF_1454	0.84000003
883_DvMF_1350	reaction	883_DvMF_0086	0.566
883_DvMF_1350	reaction	883_DvMF_0080	0.64199996
883_DvMF_1350	reaction	883_DvMF_0084	0.546
883_DvMF_2513	reaction	883_DvMF_0090	0.09399998
883_DvMF_1350	reaction	883_DvMF_0098	0.44200003
883_DvMF_0983	reaction	883_DvMF_0075	0.44799995
883_DvMF_0983	reaction	883_DvMF_0076	0.50900006
883_DvMF_0983	reaction	883_DvMF_2924	0.44799995
883_DvMF_1350	reaction	883_DvMF_0092	0.842
883_DvMF_2513	reaction	883_DvMF_0098	0.09399998
883_DvMF_2513	reaction	883_DvMF_0092	0.09399998
883_DvMF_1350	reaction	883_DvMF_1454	0.44599998
883_DvMF_1448	reaction	883_DvMF_2509	0.20599997
883_DvMF_1350	reaction	883_DvMF_0970	0.842
883_DvMF_1350	reaction	883_DvMF_0103	0.842
883_DvMF_1379	reaction	883_DvMF_1454	0.842
883_DvMF_1379	reaction	883_DvMF_0970	0.536
883_DvMF_1379	reaction	883_DvMF_1451	0.842
883_DvMF_1379	reaction	883_DvMF_0086	0.842
883_DvMF_1379	reaction	883_DvMF_0080	0.842
883_DvMF_1379	reaction	883_DvMF_0084	0.842
883_DvMF_1379	reaction	883_DvMF_0079	0.842
883_DvMF_1379	reaction	883_DvMF_0076	0.42999995
883_DvMF_1379	reaction	883_DvMF_0078	0.544
883_DvMF_1379	reaction	883_DvMF_0075	0.39999998
883_DvMF_2513	reaction	883_DvMF_0084	0.09399998
883_DvMF_1448	reaction	883_DvMF_0078	0.21399999
883_DvMF_1448	reaction	883_DvMF_0075	0.09800005
883_DvMF_1448	reaction	883_DvMF_0079	0.81999993
883_DvMF_1448	reaction	883_DvMF_0076	0.55999994
883_DvMF_1379	reaction	883_DvMF_0090	0.842
883_DvMF_1379	reaction	883_DvMF_2509	0.464
883_DvMF_1448	reaction	883_DvMF_0084	0.84000003
883_DvMF_1448	reaction	883_DvMF_0086	0.8410001
883_DvMF_1448	reaction	883_DvMF_0080	0.839
883_DvMF_1379	reaction	883_DvMF_0098	0.842
883_DvMF_1379	reaction	883_DvMF_0092	0.426
882_DVU0496	reaction	882_DVU2929	0.26400006
882_DVU0496	reaction	882_DVU3259	0.26400006
882_DVU0496	reaction	882_DVU3242	0.16199994
882_DVU0496	reaction	882_DVU3203	0.742
882_DVU0496	reaction	882_DVU2928	0.26400006
882_DVU0496	reaction	882_DVU2085	0.15999997
882_DVU0496	reaction	882_DVU2215	0.148
882_DVU1319	reaction	882_DVU1306	0.84599996
882_DVU0496	reaction	882_DVU0284	0.16199994
