"",h,rel,t
12273,concept:visualartist:details,type,concept:visualartist
12274,concept:radiostation:san_angelo,type,concept:radiostation
12275,concept:bird:tiger,type,concept:bird
12276,concept:clothing:brown_shoes,type,concept:clothing
12277,concept:clothing:nylons,type,concept:clothing
12278,concept:automobilemaker:compressor,type,concept:automobilemaker
12279,concept:profession:rn,type,concept:profession
12280,concept:blog:tarzan,type,concept:blog
12281,concept:stateorprovince:washington,type,concept:stateorprovince
12282,concept:country:spain,type,concept:country
12283,concept:stadiumoreventvenue:goodman_theatre,type,concept:stadiumoreventvenue
12284,concept:sportsteam:north_carolina_charlotte_49ers,type,concept:sportsteam
12285,concept:nerve:lymph,type,concept:nerve
12286,concept:braintissue:brain_burst,type,concept:braintissue
12287,concept:clothing:grey_hoodie,type,concept:clothing
12288,concept:city:mobile,type,concept:city
12289,concept:company:kbci_tv,type,concept:company
12290,concept:island:naples,type,concept:island
12291,concept:visualizablething:downtown_honolulu,type,concept:visualizablething
12292,concept:geopoliticallocation:westerly,type,concept:geopoliticallocation
12293,concept:journalist:steve_buckley,type,concept:journalist
12294,concept:farm:foundation,type,concept:farm
12295,concept:arachnid:powder_post_beetles,type,concept:arachnid
12296,concept:city:gilroy,type,concept:city
12297,concept:female:first_lady,type,concept:female
12298,concept:person:yukio_sakamoto,type,concept:person
12299,concept:website:nbc_news,type,concept:website
12300,concept:city:novi_sad,type,concept:city
12301,concept:clothing:socks,type,concept:clothing
12302,concept:website:zagat,type,concept:website
12303,concept:city:telluride,type,concept:city
12304,concept:automobilemaker:honda,type,concept:automobilemaker
12305,concept:politicianus:house_members,type,concept:politicianus
12306,concept:automobilemaker:hybrids,type,concept:automobilemaker
12307,concept:county:mason_city,type,concept:county
12308,concept:politicaloffice:state_secretary,type,concept:politicaloffice
12309,concept:company:halliburton,type,concept:company
12310,concept:governmentorganization:wv_department,type,concept:governmentorganization
12311,concept:beverage:popsicle,type,concept:beverage
12312,concept:visualizablething:asheboro,type,concept:visualizablething
12313,concept:chef:robert_sietsema,type,concept:chef
12314,concept:nonprofitorganization:world_center,type,concept:nonprofitorganization
12315,concept:academicfield:climate,type,concept:academicfield
12316,concept:city:coloma,type,concept:city
12317,concept:bank:u_s__mail,type,concept:bank
12318,concept:city:tourist_town,type,concept:city
12319,concept:musicartist:howard,type,concept:musicartist
12320,concept:mlauthor:philip_condit,type,concept:mlauthor
12321,concept:politicianus:lindsey_graham,type,concept:politicianus
12322,concept:magazine:self,type,concept:magazine
12323,concept:university:motorola,type,concept:university
12324,concept:comedian:images,type,concept:comedian
12325,concept:company:wnpb_tv,type,concept:company
12326,concept:clothing:ankle_boots,type,concept:clothing
12327,concept:celebrity:joe_elliot,type,concept:celebrity
12328,concept:visualizablescene:center_city_philadelphia,type,concept:visualizablescene
12329,concept:personcanada:stevie_wonder,type,concept:personcanada
12330,concept:actor:van_andel_arena,type,concept:actor
12331,concept:ceo:willis,type,concept:ceo
12332,concept:city:coeur_d_alene,type,concept:city
12333,concept:geopoliticallocation:pittsburg,type,concept:geopoliticallocation
12334,concept:city:fort_smith,type,concept:city
12335,concept:city:atlanta_georgia,type,concept:city
12336,concept:geopoliticallocation:university_of_virginia,type,concept:geopoliticallocation
12337,concept:charactertrait:initiative,type,concept:charactertrait
12338,concept:hotel:kawada_hotel,type,concept:hotel
12339,concept:stateorprovince:home_state,type,concept:stateorprovince
12340,concept:clothing:white_bikini,type,concept:clothing
12341,concept:chemical:seawater,type,concept:chemical
12342,concept:sportsteam:oklahoma_city_university_stars,type,concept:sportsteam
12343,concept:charactertrait:scenes,type,concept:charactertrait
12344,concept:hotel:langham,type,concept:hotel
12345,concept:clothing:twill_shorts,type,concept:clothing
12346,concept:sportsteam:ju_dolphins,type,concept:sportsteam
12347,concept:personmexico:texas_rangers,type,concept:personmexico
12348,concept:city:newton,type,concept:city
12349,concept:vegetable:mashed_potatoes,type,concept:vegetable
12350,concept:clothing:light_weight_clothing,type,concept:clothing
12351,concept:personus:gil_mcdougald,type,concept:personus
12352,concept:company:ge,type,concept:company
12353,concept:city:la_paz,type,concept:city
12354,concept:automobilemaker:volvo,type,concept:automobilemaker
12355,concept:bird:coursers,type,concept:bird
12356,concept:sportsteam:northwest_missouri_state_bea,type,concept:sportsteam
12357,concept:recordlabel:stateside,type,concept:recordlabel
12358,concept:chemical:three_water,type,concept:chemical
12359,concept:organization:new_york_fishing_tackle_trade_association,type,concept:organization
12360,concept:sportsteam:washington_senators,type,concept:sportsteam
12361,concept:televisionstation:wtci,type,concept:televisionstation
12362,concept:city:dallas_fort_worth,type,concept:city
12363,concept:stadiumoreventvenue:izod_center,type,concept:stadiumoreventvenue
12364,concept:journalist:jonathan_rauch,type,concept:journalist
12365,concept:city:ocean_city,type,concept:city
12366,concept:clothing:t,type,concept:clothing
12367,concept:officeitem:capacities,type,concept:officeitem
12368,concept:city:crestview,type,concept:city
12369,concept:charactertrait:consideration,type,concept:charactertrait
12370,concept:website:aol_search,type,concept:website
12371,concept:televisionshow:bachelor,type,concept:televisionshow
12372,concept:company:wdio,type,concept:company
12373,concept:city:seagoville,type,concept:city
12374,concept:reptile:wading_birds,type,concept:reptile
12375,concept:sportsteam:washington_nationals,type,concept:sportsteam
12376,concept:company:royal_brunei_airlines,type,concept:company
12377,concept:sportsteam:haverford_college,type,concept:sportsteam
12378,concept:clothing:snakeskin_boots,type,concept:clothing
12379,concept:city:selje,type,concept:city
12380,concept:person:billy_joel,type,concept:person
12381,concept:country:laos_people_s_democratic_republic,type,concept:country
12382,concept:sportsteam:st___louis_rams,type,concept:sportsteam
12383,concept:country:ghana,type,concept:country
12384,concept:clothing:flat_shoes,type,concept:clothing
12385,concept:journalist:pete_thamel,type,concept:journalist
12386,concept:visualartist:plan,type,concept:visualartist
12387,concept:city:library,type,concept:city
12388,concept:beach:fort_meyers,type,concept:beach
12389,concept:televisionstation:wfla,type,concept:televisionstation
12390,concept:person:buddha001,type,concept:person
12391,concept:geopoliticalorganization:northeast_united_states,type,concept:geopoliticalorganization
12392,concept:ceo:bob_simon,type,concept:ceo
12393,concept:personaustralia:scott_weiland,type,concept:personaustralia
12394,concept:company:gmac,type,concept:company
12395,concept:clothing:fabric,type,concept:clothing
12396,concept:politicsblog:wis,type,concept:politicsblog
12397,concept:country:ryukyu_islands,type,concept:country
12398,concept:company:habitat_for_humanity,type,concept:company
12399,concept:governmentorganization:public_health_service,type,concept:governmentorganization
12400,concept:hotel:dubai,type,concept:hotel
12401,concept:newspaper:the_jerusalem_post,type,concept:newspaper
12402,concept:publication:breitbart,type,concept:publication
12403,concept:visualizablescene:west_milford,type,concept:visualizablescene
12404,concept:company:kcge_dt,type,concept:company
12405,concept:televisionstation:kqsd,type,concept:televisionstation
12406,concept:musicsong:durant,type,concept:musicsong
12407,concept:university:national_science_foundation,type,concept:university
12408,concept:city:faro,type,concept:city
12409,concept:physicalaction:shoulder,type,concept:physicalaction
12410,concept:city:las_vegas,type,concept:city
12411,concept:geopoliticallocation:white_plains,type,concept:geopoliticallocation
12412,concept:clothing:dinner_suit,type,concept:clothing
12413,concept:personmexico:scott_sheldon,type,concept:personmexico
12414,concept:personmexico:zack_wheeler,type,concept:personmexico
12415,concept:stateorprovince:seine_maritime,type,concept:stateorprovince
12416,concept:geopoliticallocation:nord_pas_de_calais,type,concept:geopoliticallocation
12417,concept:visualizablething:alief,type,concept:visualizablething
12418,concept:location:main_point,type,concept:location
12419,concept:geopoliticallocation:palmdale,type,concept:geopoliticallocation
12420,concept:country:ease,type,concept:country
12421,concept:televisionstation:wcvb_tv,type,concept:televisionstation
12422,concept:chef:john_mariani,type,concept:chef
12423,concept:university:uc_berkeley,type,concept:university
12424,concept:musician:gary_hoffman,type,concept:musician
12425,concept:bird:chickadees,type,concept:bird
12426,concept:clothing:capes,type,concept:clothing
12427,concept:politician:sam_sullivan,type,concept:politician
12428,concept:geopoliticallocation:northeastern,type,concept:geopoliticallocation
12429,concept:politicianus:ellison,type,concept:politicianus
12430,concept:coach:golden_state_warriors,type,concept:coach
12431,concept:university:library,type,concept:university
12432,concept:food:poitou_charentes,type,concept:food
12433,concept:recordlabel:verve,type,concept:recordlabel
12434,concept:hotel:comfort_inn_airport_west,type,concept:hotel
12435,concept:musicalbum:sleeper,type,concept:musicalbum
12436,concept:politicsissue:exposure,type,concept:politicsissue
12437,concept:disease:adultery,type,concept:disease
12438,concept:language:malagasy,type,concept:language
12439,concept:academicfield:management_issues,type,concept:academicfield
12440,concept:biotechcompany:motorola,type,concept:biotechcompany
12441,concept:geopoliticallocation:tbilisi,type,concept:geopoliticallocation
12442,concept:park:allston,type,concept:park
12443,concept:radiostation:kffx,type,concept:radiostation
12444,concept:county:northwest_florida,type,concept:county
12445,concept:company:wabg_tv,type,concept:company
12446,concept:ceo:kevin_w__sharer,type,concept:ceo
12447,concept:politicsblog:eschaton,type,concept:politicsblog
12448,concept:radiostation:wdsi,type,concept:radiostation
12449,concept:university:veterinary_academy,type,concept:university
12450,concept:book:ulysses,type,concept:book
12451,concept:journalist:garrett_anderson,type,concept:journalist
12452,concept:company:wund_tv,type,concept:company
12453,concept:hotel:clarence,type,concept:hotel
12454,concept:physicalaction:hands,type,concept:physicalaction
12455,concept:biotechcompany:malaysian,type,concept:biotechcompany
12456,concept:company:schlumberger,type,concept:company
12457,concept:celltype:state,type,concept:celltype
12458,concept:ceo:executive_sergio_marchionne,type,concept:ceo
12459,concept:celebrity:canada_411,type,concept:celebrity
12460,concept:magazine:marilyn_monroe,type,concept:magazine
12461,concept:coach:anibal_sanchez,type,concept:coach
12462,concept:female:charlotte_jackson,type,concept:female
12463,concept:personafrica:tribal_tech,type,concept:personafrica
12464,concept:clothing:denim_shorts,type,concept:clothing
12465,concept:book:obsession,type,concept:book
12466,concept:language:portuguese,type,concept:language
12467,concept:sportsteam:minnesota_duluth_bulldogs,type,concept:sportsteam
12468,concept:date:n2001,type,concept:date
12469,concept:actor:related_sites,type,concept:actor
12470,concept:organization:apple_devotees,type,concept:organization
12471,concept:sportsteam:howard_bison,type,concept:sportsteam
12472,concept:journalist:nicolai_ouroussoff,type,concept:journalist
12473,concept:skiarea:somers,type,concept:skiarea
12474,concept:criminal:articles_top,type,concept:criminal
12475,concept:city:hobart,type,concept:city
12476,concept:company:amway,type,concept:company
12477,concept:attraction:day_trip,type,concept:attraction
12478,concept:city:antonio,type,concept:city
12479,concept:book:parties,type,concept:book
12480,concept:organization:bmw_group,type,concept:organization
12481,concept:politicianus:hopeful_barack_obama,type,concept:politicianus
12482,concept:restaurant:top_choice,type,concept:restaurant
12483,concept:bank:u__s__postal_service,type,concept:bank
12484,concept:professor:martin_smith,type,concept:professor
12485,concept:plant:ecuador,type,concept:plant
12486,concept:recordlabel:jake_records,type,concept:recordlabel
12487,concept:city:ca,type,concept:city
12488,concept:sportsteam:murray_st_racers,type,concept:sportsteam
12489,concept:newspaper:daily_worker,type,concept:newspaper
12490,concept:jobposition:former_interim_vice,type,concept:jobposition
12491,concept:visualizableattribute:dunes,type,concept:visualizableattribute
12492,concept:politicianus:john_edwards,type,concept:politicianus
12493,concept:animal:equines,type,concept:animal
12494,concept:city:external_links,type,concept:city
12495,concept:visualizableobject:potato_chips,type,concept:visualizableobject
12496,concept:clothing:white_button_down_shirt,type,concept:clothing
12497,concept:radiostation:washington_court_house,type,concept:radiostation
12498,concept:company:the_new_york_times_magazine001,type,concept:company
12499,concept:radiostation:wdbd,type,concept:radiostation
12500,concept:company:h_and_r_block,type,concept:company
12501,concept:newspaper:kktv,type,concept:newspaper
12502,concept:publication:american_spectator,type,concept:publication
12503,concept:blog:forbes_com,type,concept:blog
12504,concept:vegetable:grass,type,concept:vegetable
12505,concept:geopoliticalorganization:burkina_faso,type,concept:geopoliticalorganization
12506,concept:sportsteam:nebraska_cornhuskers,type,concept:sportsteam
12507,concept:clothing:skin,type,concept:clothing
12508,concept:language:albanian,type,concept:language
12509,concept:governmentorganization:supreme_court,type,concept:governmentorganization
12510,concept:hotel:sheraton_gateway_hotel_in,type,concept:hotel
12511,concept:jobposition:academy_vice,type,concept:jobposition
12512,concept:magazine:lung,type,concept:magazine
12513,concept:insect:bugs,type,concept:insect
12514,concept:physicalcharacteristic:starts,type,concept:physicalcharacteristic
12515,concept:sportsteam:ut_arlington_mavericks,type,concept:sportsteam
12516,concept:programminglanguage:family,type,concept:programminglanguage
12517,concept:hotel:helmsley,type,concept:hotel
12518,concept:geopoliticalorganization:kissimmee,type,concept:geopoliticalorganization
12519,concept:blog:mitchell_baker,type,concept:blog
12520,concept:clothing:long_sleeve_t_shirt,type,concept:clothing
12521,concept:company:wtvc_tv,type,concept:company
12522,concept:city:green_valley,type,concept:city
12523,concept:politicianus:john_bogle,type,concept:politicianus
12524,concept:city:dodoma,type,concept:city
12525,concept:city:springfield,type,concept:city
12526,concept:disease:diabetes,type,concept:disease
12527,concept:politicsissue:managements,type,concept:politicsissue
12528,concept:sportsteam:wisconsin_la_crosse_eagles,type,concept:sportsteam
12529,concept:room:climate,type,concept:room
12530,concept:person:rochelle,type,concept:person
12531,concept:arthropod:mantis,type,concept:arthropod
12532,concept:website:ny_sun,type,concept:website
12533,concept:musicalbum:fight,type,concept:musicalbum
12534,concept:magazine:jet,type,concept:magazine
12535,concept:sportsteam:delta_state_fighting_okra,type,concept:sportsteam
12536,concept:sportsteam:bobcats,type,concept:sportsteam
12537,concept:politician:candidate_obama,type,concept:politician
12538,concept:country:modern_day_poland,type,concept:country
12539,concept:personnorthamerica:right,type,concept:personnorthamerica
12540,concept:musician:philly_joe_jones,type,concept:musician
12541,concept:company:michelin,type,concept:company
12542,concept:politicalparty:first_page,type,concept:politicalparty
12543,concept:island:isle_of_man,type,concept:island
12544,concept:musician:tom_jones,type,concept:musician
12545,concept:city:luxor,type,concept:city
12546,concept:personsouthamerica:cities,type,concept:personsouthamerica
12547,concept:profession:security,type,concept:profession
12548,concept:park:interbay,type,concept:park
12549,concept:musicsong:paragraphs,type,concept:musicsong
12550,concept:newspaper:antigua_sun,type,concept:newspaper
12551,concept:biotechcompany:united_states_steel_corp,type,concept:biotechcompany
12552,concept:bank:united_postal_service,type,concept:bank
12553,concept:male:h_w__bush,type,concept:male
12554,concept:personnorthamerica:nicholas_d__chabraja,type,concept:personnorthamerica
12555,concept:nongovorganization:cancer_society,type,concept:nongovorganization
12556,concept:musicartist:ian_gillan,type,concept:musicartist
12557,concept:buildingfeature:units,type,concept:buildingfeature
12558,concept:clothing:loose_shirt,type,concept:clothing
12559,concept:blog:panama_city,type,concept:blog
12560,concept:website:topics,type,concept:website
12561,concept:writer:marc_silvestri,type,concept:writer
12562,concept:clothing:brown_shirt,type,concept:clothing
12563,concept:sportsteam:montreal_canadiens_3_1,type,concept:sportsteam
12564,concept:stateorprovince:quebec,type,concept:stateorprovince
12565,concept:politicianus:jim_davis,type,concept:politicianus
12566,concept:fish:seals,type,concept:fish
12567,concept:sportsteam:detroit_titans,type,concept:sportsteam
12568,concept:physicalaction:installing,type,concept:physicalaction
12569,concept:company:kwit,type,concept:company
12570,concept:company:ktxl_tv,type,concept:company
12571,concept:animal:lists,type,concept:animal
12572,concept:buildingmaterial:loops,type,concept:buildingmaterial
12573,concept:company:essence,type,concept:company
12574,concept:retailstore:postal_service,type,concept:retailstore
12575,concept:fish:starfish,type,concept:fish
12576,concept:blog:little_green_footballs,type,concept:blog
12577,concept:visualizablething:draw,type,concept:visualizablething
12578,concept:coach:paul_rhoads,type,concept:coach
12579,concept:clothing:poodle_skirts,type,concept:clothing
12580,concept:arthropod:grilled_chicken_breast,type,concept:arthropod
12581,concept:bank:days,type,concept:bank
12582,concept:ceo:polly_toynbee,type,concept:ceo
12583,concept:city:west_end,type,concept:city
12584,concept:academicfield:transport,type,concept:academicfield
12585,concept:country:u_s_citizens,type,concept:country
12586,concept:clothing:cotton,type,concept:clothing
12587,concept:stadiumoreventvenue:the_horseshoe_tavern,type,concept:stadiumoreventvenue
12588,concept:ceo:leslie_moonves,type,concept:ceo
12589,concept:planet:entire_east_coast,type,concept:planet
12590,concept:newspaper:record,type,concept:newspaper
12591,concept:country:mongolia,type,concept:country
12592,concept:televisionstation:klsr,type,concept:televisionstation
12593,concept:archaea:etymology,type,concept:archaea
12594,concept:personmexico:fernando_fernandez,type,concept:personmexico
12595,concept:celebrity:dave_grohl,type,concept:celebrity
12596,concept:stateorprovince:henan,type,concept:stateorprovince
12597,concept:geopoliticallocation:west_haven,type,concept:geopoliticallocation
12598,concept:clothing:dark_jeans,type,concept:clothing
12599,concept:physicalaction:fusion,type,concept:physicalaction
12600,concept:blog:metro_magazine,type,concept:blog
12601,concept:company:miami_herald,type,concept:company
12602,concept:academicfield:analysis,type,concept:academicfield
12603,concept:sportsteam:louisville_cardinals_basketball,type,concept:sportsteam
12604,concept:clothing:sun_dresses,type,concept:clothing
12605,concept:coach:clark_hunt,type,concept:coach
12606,concept:physicalaction:photo,type,concept:physicalaction
12607,concept:sportsteam:houston_rockets,type,concept:sportsteam
12608,concept:geopoliticallocation:storrs,type,concept:geopoliticallocation
12609,concept:athlete:jeff_moorad,type,concept:athlete
12610,concept:nongovorganization:n2004_green_party,type,concept:nongovorganization
12611,concept:beach:fernandina_beach,type,concept:beach
12612,concept:mammal:buffalos,type,concept:mammal
12613,concept:artery:supply_blood,type,concept:artery
12614,concept:profession:matters,type,concept:profession
12615,concept:blog:news_com,type,concept:blog
12616,concept:politicianus:former_president_jimmy_carter,type,concept:politicianus
12617,concept:geopoliticalorganization:bhavnagar,type,concept:geopoliticalorganization
12618,concept:magazine:people,type,concept:magazine
12619,concept:profession:commitment,type,concept:profession
12620,concept:televisionstation:wtwc_tv,type,concept:televisionstation
12621,concept:sportsteam:northern_iowa_panthers,type,concept:sportsteam
12622,concept:magazine:vegas,type,concept:magazine
12623,concept:visualartist:romney,type,concept:visualartist
12624,concept:website:facebook,type,concept:website
12625,concept:musicsong:evidence,type,concept:musicsong
12626,concept:programminglanguage:db,type,concept:programminglanguage
12627,concept:actor:msg_network,type,concept:actor
12628,concept:scientist:mikhail_gorbachev,type,concept:scientist
12629,concept:company:flickr,type,concept:company
12630,concept:geopoliticallocation:central_europe,type,concept:geopoliticallocation
12631,concept:newspaper:daily_beast,type,concept:newspaper
12632,concept:journalist:bob_herbert,type,concept:journalist
12633,concept:company:wxmi_tv,type,concept:company
12634,concept:personnorthamerica:julianna_goldman,type,concept:personnorthamerica
12635,concept:geopoliticallocation:missoula,type,concept:geopoliticallocation
12636,concept:sportsteam:florida_a_and_m_rattlers,type,concept:sportsteam
12637,concept:city:tainan,type,concept:city
12638,concept:clothing:strap_shoes,type,concept:clothing
12639,concept:writer:megan_kelly,type,concept:writer
12640,concept:programminglanguage:hd,type,concept:programminglanguage
12641,concept:city:bartlett,type,concept:city
12642,concept:city:example,type,concept:city
12643,concept:hotel:royalton,type,concept:hotel
12644,concept:nonprofitorganization:world_search,type,concept:nonprofitorganization
12645,concept:profession:reader,type,concept:profession
12646,concept:personus:adam_dunn,type,concept:personus
12647,concept:visualizablescene:clock,type,concept:visualizablescene
12648,concept:city:lindenwold,type,concept:city
12649,concept:sportsteam:johns_hopkins_blue_jays,type,concept:sportsteam
12650,concept:city:east_ellijay,type,concept:city
12651,concept:nongovorganization:national_conference,type,concept:nongovorganization
12652,concept:musicsong:boys,type,concept:musicsong
12653,concept:book:ada,type,concept:book
12654,concept:sportsteam:spurs,type,concept:sportsteam
12655,concept:politicaloffice:treasurer,type,concept:politicaloffice
12656,concept:book:shore,type,concept:book
12657,concept:televisionstation:wdrb,type,concept:televisionstation
12658,concept:city:south_houston,type,concept:city
12659,concept:female:velvet_revolver,type,concept:female
12660,concept:company:touch,type,concept:company
12661,concept:company:waka,type,concept:company
12662,concept:company:keci_tv,type,concept:company
12663,concept:city:hildesheim,type,concept:city
12664,concept:bedroomitem:piece,type,concept:bedroomitem
12665,concept:company:ktfd_tv,type,concept:company
12666,concept:politician:gov_sarah_palin,type,concept:politician
12667,concept:male:lotus,type,concept:male
12668,concept:person:mr_manuel_nyawo,type,concept:person
12669,concept:politicsblog:bergen_record,type,concept:politicsblog
12670,concept:geometricshape:artwork,type,concept:geometricshape
12671,concept:reptile:chameleons,type,concept:reptile
12672,concept:city:florence,type,concept:city
12673,concept:televisionstation:kfor,type,concept:televisionstation
12674,concept:televisionstation:wfor_tv,type,concept:televisionstation
12675,concept:publication:london_guardian,type,concept:publication
12676,concept:river:klamath,type,concept:river
12677,concept:recordlabel:loud,type,concept:recordlabel
12678,concept:athlete:adrian_alaniz,type,concept:athlete
12679,concept:river:shasta_lake,type,concept:river
12680,concept:city:harvey,type,concept:city
12681,concept:ceo:jeffrey_skoll,type,concept:ceo
12682,concept:city:esztergom,type,concept:city
12683,concept:eventoutcome:great_experience,type,concept:eventoutcome
12684,concept:musician:roy_orbison,type,concept:musician
12685,concept:emotion:douglas,type,concept:emotion
12686,concept:bank:usps_delivery_confirmation,type,concept:bank
12687,concept:politicianus:martin_luther_king,type,concept:politicianus
12688,concept:politicsblog:san_antonio_express,type,concept:politicsblog
12689,concept:clothing:tshirts,type,concept:clothing
12690,concept:website:computing,type,concept:website
12691,concept:ceo:christos_cotsakos,type,concept:ceo
12692,concept:governmentorganization:u_s__education_department,type,concept:governmentorganization
12693,concept:geopoliticalorganization:burlington,type,concept:geopoliticalorganization
12694,concept:geopoliticallocation:oceania,type,concept:geopoliticallocation
12695,concept:location:wellesley,type,concept:location
12696,concept:governmentorganization:department,type,concept:governmentorganization
12697,concept:academicfield:appraisal,type,concept:academicfield
12698,concept:geopoliticallocation:area,type,concept:geopoliticallocation
12699,concept:stadiumoreventvenue:greensboro,type,concept:stadiumoreventvenue
12700,concept:sportsgame:hundred_years,type,concept:sportsgame
12701,concept:animal:san_jose,type,concept:animal
12702,concept:male:international_business_machines_corporation,type,concept:male
12703,concept:country:senegal,type,concept:country
12704,concept:city:jacksonville_beach,type,concept:city
12705,concept:company:ford_motor_company,type,concept:company
12706,concept:clothing:sweater_vest,type,concept:clothing
12707,concept:city:reed,type,concept:city
12708,concept:blog:ny_post,type,concept:blog
12709,concept:personus:roy_halladay,type,concept:personus
12710,concept:city:winona,type,concept:city
12711,concept:coach:al_harrington,type,concept:coach
12712,concept:coach:ted_nolan,type,concept:coach
12713,concept:personus:mike_jackson,type,concept:personus
12714,concept:mountain:kilauea,type,concept:mountain
12715,concept:academicfield:era,type,concept:academicfield
12716,concept:school:york_law_school,type,concept:school
12717,concept:visualizablescene:incline_village,type,concept:visualizablescene
12718,concept:vertebrate:red_wolves,type,concept:vertebrate
12719,concept:male:chance,type,concept:male
12720,concept:hotel:wellington,type,concept:hotel
12721,concept:animal:reptiles,type,concept:animal
12722,concept:website:maps,type,concept:website
12723,concept:athlete:dates,type,concept:athlete
12724,concept:sportsteam:colorado_avalanche,type,concept:sportsteam
12725,concept:city:los_angeles__california,type,concept:city
12726,concept:automobilemaker:chrysler_group,type,concept:automobilemaker
12727,concept:clothing:black_blazer,type,concept:clothing
12728,concept:county:hamden,type,concept:county
12729,concept:clothing:athletic_shoes,type,concept:clothing
12730,concept:grain:business,type,concept:grain
12731,concept:bank:bot,type,concept:bank
12732,concept:mountain:murray_hill,type,concept:mountain
12733,concept:company:fb,type,concept:company
12734,concept:criminal:gay_marriage,type,concept:criminal
12735,concept:ceo:fritz_henderson,type,concept:ceo
12736,concept:city:herald,type,concept:city
12737,concept:clothing:black_top_hat,type,concept:clothing
12738,concept:personus:roberto_alomar,type,concept:personus
12739,concept:musicartist:scott,type,concept:musicartist
12740,concept:profession:examiner,type,concept:profession
12741,concept:videogamesystem:system_management,type,concept:videogamesystem
12742,concept:city:portal,type,concept:city
12743,concept:personus:paul_o_neill,type,concept:personus
12744,concept:room:new,type,concept:room
12745,concept:sportsteam:jets_24_17,type,concept:sportsteam
12746,concept:ceo:david_thodey,type,concept:ceo
12747,concept:politicsblog:news_international,type,concept:politicsblog
12748,concept:kitchenitem:hookups,type,concept:kitchenitem
12749,concept:company:kdkf,type,concept:company
12750,concept:bank:book_rate,type,concept:bank
12751,concept:retailstore:uspo,type,concept:retailstore
12752,concept:academicfield:resource,type,concept:academicfield
12753,concept:geopoliticallocation:qatar,type,concept:geopoliticallocation
12754,concept:clothing:coveralls,type,concept:clothing
12755,concept:stadiumoreventvenue:joe_louis_arena,type,concept:stadiumoreventvenue
12756,concept:city:gandhinagar,type,concept:city
12757,concept:bank:reliance_industries_limited,type,concept:bank
12758,concept:stateorprovince:ca,type,concept:stateorprovince
12759,concept:clothing:ankle_length_skirt,type,concept:clothing
12760,concept:company:wtvx,type,concept:company
12761,concept:visualartist:affairs_robert_george,type,concept:visualartist
12762,concept:personmexico:bill_swanson,type,concept:personmexico
12763,concept:city:st__helena,type,concept:city
12764,concept:hotel:mandarin_oriental_hyde_park,type,concept:hotel
12765,concept:mldataset:senior,type,concept:mldataset
12766,concept:hotel:royal,type,concept:hotel
12767,concept:politician:mahmoud_abbas,type,concept:politician
12768,concept:personcanada:michael_hyatt,type,concept:personcanada
12769,concept:hospital:city_college_of_san_francisco,type,concept:hospital
12770,concept:city:santa_rosa,type,concept:city
12771,concept:tradeunion:labour_law,type,concept:tradeunion
12772,concept:musicartist:richmond,type,concept:musicartist
12773,concept:blog:new_york_post,type,concept:blog
12774,concept:automobilemaker:porsche,type,concept:automobilemaker
12775,concept:beach:dania_beach,type,concept:beach
12776,concept:judge:parsons,type,concept:judge
12777,concept:company:dailymotion,type,concept:company
12778,concept:city:berwyn,type,concept:city
12779,concept:clothing:yellow_t_shirt,type,concept:clothing
12780,concept:sportsteam:win,type,concept:sportsteam
12781,concept:city:indians,type,concept:city
12782,concept:clothing:shoes,type,concept:clothing
12783,concept:nonprofitorganization:eclipse_foundation,type,concept:nonprofitorganization
12784,concept:location:long_island_offices,type,concept:location
12785,concept:year:n100__,type,concept:year
12786,concept:personcanada:huey_lewis,type,concept:personcanada
12787,concept:personafrica:academic,type,concept:personafrica
12788,concept:language:russian_language,type,concept:language
12789,concept:lake:lauderdale_lakes,type,concept:lake
12790,concept:retailstore:fossil,type,concept:retailstore
12791,concept:insect:scale_insects,type,concept:insect
12792,concept:city:best,type,concept:city
12793,concept:televisionstation:orlando_sentinel,type,concept:televisionstation
12794,concept:clothing:white_tennis_shoes,type,concept:clothing
12795,concept:coach:justin_fuente,type,concept:coach
12796,concept:website:new_york_times,type,concept:website
12797,concept:televisionstation:kcts,type,concept:televisionstation
12798,concept:clothing:white_coats,type,concept:clothing
12799,concept:transportation:delta_airlines,type,concept:transportation
12800,concept:company:press_releases,type,concept:company
12801,concept:city:ortonville,type,concept:city
12802,concept:stateorprovince:zhejiang,type,concept:stateorprovince
12803,concept:university:northwest,type,concept:university
12804,concept:coach:boston_bruins,type,concept:coach
12805,concept:ethnicgroup:baltic_sea,type,concept:ethnicgroup
12806,concept:musicartist:beginner,type,concept:musicartist
12807,concept:city:bhubaneswar,type,concept:city
12808,concept:company:business_day001,type,concept:company
12809,concept:governmentorganization:governors,type,concept:governmentorganization
12810,concept:company:costco_wholesale,type,concept:company
12811,concept:city:kampala,type,concept:city
12812,concept:election:n9_7,type,concept:election
12813,concept:personus:rusty_greer,type,concept:personus
12814,concept:animal:cameroon,type,concept:animal
12815,concept:website:slideshow,type,concept:website
12816,concept:mammal:warm_blooded_animals,type,concept:mammal
12817,concept:vertebrate:newts,type,concept:vertebrate
12818,concept:writer:weis,type,concept:writer
12819,concept:date:n1977,type,concept:date
12820,concept:stadiumoreventvenue:bjcc_concert_hall,type,concept:stadiumoreventvenue
12821,concept:website:publishers_weekly,type,concept:website
12822,concept:company:sas,type,concept:company
12823,concept:company:lightbridge,type,concept:company
